Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1964","1964","°c","0.901","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1965","1965","°c","-0.47","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1966","1966","°c","0.103","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1967","1967","°c","0.441","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1968","1968","°c","0.676","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1969","1969","°c","1.686","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1970","1970","°c","-1.529","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1971","1971","°c","0.791","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1972","1972","°c","-0.545","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1973","1973","°c","1.038","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1974","1974","°c","-0.568","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1975","1975","°c","0.237","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1976","1976","°c","0.232","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1977","1977","°c","0.177","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1978","1978","°c","-1.147","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1979","1979","°c","0.178","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1980","1980","°c","-2.058","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1981","1981","°c","-0.294","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1982","1982","°c","0.365","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1983","1983","°c","0.287","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1984","1984","°c","-1.508","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1985","1985","°c","0.366","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1986","1986","°c","2.428","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1987","1987","°c","-1.519","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1988","1988","°c","1.278","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1989","1989","°c","0.221","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1990","1990","°c","1.156","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1991","1991","°c","-2.532","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1992","1992","°c","1.211","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1993","1993","°c","1.667","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1994","1994","°c","1.497","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1995","1995","°c","0.329","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1996","1996","°c","0.808","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1997","1997","°c","1.505","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1998","1998","°c","0.839","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","1999","1999","°c","2.35","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2000","2000","°c","2.758","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2001","2001","°c","2.287","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2002","2002","°c","1.15","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2003","2003","°c","2.943","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2004","2004","°c","-0.723","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2005","2005","°c","2.018","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2006","2006","°c","1.602","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2007","2007","°c","2.173","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2008","2008","°c","1.629","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2009","2009","°c","2.914","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2010","2010","°c","0.485","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2011","2011","°c","1.61","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2012","2012","°c","0.893","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2013","2013","°c","0.376","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2014","2014","°c","0.269","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2015","2015","°c","2.106","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2016","2016","°c","0.587","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2017","2017","°c","2.002","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2018","2018","°c","2.319","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2019","2019","°c","-1.258","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2020","2020","°c","1.996","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2021","2021","°c","0.512","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2022","2022","°c","3.122","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7005","May","2023","2023","°c","0.965","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1961","1961","°c","0.505","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1962","1962","°c","-0.644","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1963","1963","°c","-0.076","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1964","1964","°c","1.369","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1965","1965","°c","0.104","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1966","1966","°c","0.962","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1967","1967","°c","-1.205","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1968","1968","°c","-0.521","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1969","1969","°c","-1.405","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1970","1970","°c","0.802","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1971","1971","°c","-0.658","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1972","1972","°c","0.046","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1973","1973","°c","0.65","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1974","1974","°c","-0.598","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1975","1975","°c","-1.072","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1976","1976","°c","0.327","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1977","1977","°c","-0.599","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1978","1978","°c","-0.455","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1979","1979","°c","1.188","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1980","1980","°c","-1.237","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1981","1981","°c","0.594","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1982","1982","°c","1.796","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1983","1983","°c","-0.016","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1984","1984","°c","-0.882","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1985","1985","°c","-0.149","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1986","1986","°c","-0.283","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1987","1987","°c","-0.352","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1988","1988","°c","-0.016","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1989","1989","°c","-0.728","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1990","1990","°c","0.526","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1991","1991","°c","-0.066","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1992","1992","°c","-0.485","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1993","1993","°c","1.45","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1994","1994","°c","0.686","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1995","1995","°c","-0.489","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1996","1996","°c","1.091","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1997","1997","°c","1.351","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1998","1998","°c","1.902","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","1999","1999","°c","1.397","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2000","2000","°c","2.013","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2001","2001","°c","0.943","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2002","2002","°c","2.47","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2003","2003","°c","4.866","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2004","2004","°c","1.017","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2005","2005","°c","1.9","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2006","2006","°c","1.358","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2007","2007","°c","1.938","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2008","2008","°c","1.597","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2009","2009","°c","1.22","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2010","2010","°c","0.965","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2011","2011","°c","1.461","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2012","2012","°c","2.85","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2013","2013","°c","0.494","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2014","2014","°c","1.625","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2015","2015","°c","2.067","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2016","2016","°c","1.383","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2017","2017","°c","3.518","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2018","2018","°c","2.007","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2019","2019","°c","3.75","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2020","2020","°c","0.797","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2021","2021","°c","3.27","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2022","2022","°c","4.402","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7006","June","2023","2023","°c","2.257","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1961","1961","°c","-0.42","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1962","1962","°c","0.033","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1963","1963","°c","0.993","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1964","1964","°c","0.278","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1965","1965","°c","0.435","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1966","1966","°c","-1.006","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1967","1967","°c","1.117","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1968","1968","°c","-0.057","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1969","1969","°c","-0.639","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1970","1970","°c","-0.37","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1971","1971","°c","0.241","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1972","1972","°c","-0.553","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1973","1973","°c","0.366","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1974","1974","°c","-0.17","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1975","1975","°c","0.167","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1976","1976","°c","0","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1977","1977","°c","0.025","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1978","1978","°c","-0.988","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1979","1979","°c","-0.082","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1980","1980","°c","-1.477","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1981","1981","°c","-1.082","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1982","1982","°c","1.705","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1983","1983","°c","2.602","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1984","1984","°c","0.151","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1985","1985","°c","1.556","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1986","1986","°c","-0.158","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1987","1987","°c","1.587","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1988","1988","°c","2.134","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1989","1989","°c","0.537","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1990","1990","°c","0.827","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1991","1991","°c","1.222","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1992","1992","°c","0.054","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1993","1993","°c","0.03","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1994","1994","°c","2.24","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1995","1995","°c","1.996","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1996","1996","°c","-0.006","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1997","1997","°c","0.287","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1998","1998","°c","1.818","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","1999","1999","°c","1.006","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2000","2000","°c","0.271","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2001","2001","°c","1.381","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2002","2002","°c","0.887","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2003","2003","°c","3.038","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2004","2004","°c","1.19","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2005","2005","°c","1.559","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2006","2006","°c","2.707","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2007","2007","°c","1.741","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2008","2008","°c","1.456","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2009","2009","°c","1.798","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2010","2010","°c","2.364","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2011","2011","°c","0.59","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2012","2012","°c","2.562","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2013","2013","°c","1.795","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2014","2014","°c","0.077","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2015","2015","°c","3.933","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2016","2016","°c","2.146","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2017","2017","°c","2.333","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2018","2018","°c","2.477","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2019","2019","°c","2.55","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2020","2020","°c","2.024","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2021","2021","°c","2.531","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2022","2022","°c","3.772","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7007","July","2023","2023","°c","3.578","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1961","1961","°c","0.151","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1962","1962","°c","1.736","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1963","1963","°c","0.09","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1964","1964","°c","-0.236","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1965","1965","°c","-0.858","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1966","1966","°c","-0.399","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1967","1967","°c","0.795","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1968","1968","°c","-1.467","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1969","1969","°c","-0.567","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1970","1970","°c","0.391","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1971","1971","°c","2.148","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1972","1972","°c","-1.107","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1973","1973","°c","0.665","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1974","1974","°c","0.909","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1975","1975","°c","-0.346","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1976","1976","°c","-2.127","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1977","1977","°c","-0.997","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1978","1978","°c","-0.758","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1979","1979","°c","-0.63","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1980","1980","°c","0.659","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1981","1981","°c","0.032","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1982","1982","°c","0.477","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1983","1983","°c","0.184","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1984","1984","°c","-0.805","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1985","1985","°c","0.572","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1986","1986","°c","1.282","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1987","1987","°c","1.064","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1988","1988","°c","1.58","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1989","1989","°c","0.717","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1990","1990","°c","0.69","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1991","1991","°c","1.473","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1992","1992","°c","2.661","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1993","1993","°c","1.957","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1994","1994","°c","3.208","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1995","1995","°c","0.217","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1996","1996","°c","0.556","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1997","1997","°c","0.861","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1998","1998","°c","2.115","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","1999","1999","°c","2.071","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2000","2000","°c","2.054","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2001","2001","°c","2.352","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2002","2002","°c","0.304","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2003","2003","°c","4.318","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2004","2004","°c","1.513","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2005","2005","°c","-0.097","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2006","2006","°c","-0.121","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2007","2007","°c","1.088","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2008","2008","°c","1.777","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2009","2009","°c","2.767","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2010","2010","°c","1.039","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2011","2011","°c","2.073","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2012","2012","°c","3.154","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2013","2013","°c","2.031","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2014","2014","°c","0.645","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2015","2015","°c","2.336","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2016","2016","°c","1.258","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2017","2017","°c","3.245","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2018","2018","°c","2.392","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2019","2019","°c","2.969","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2020","2020","°c","2.723","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2021","2021","°c","2.507","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2022","2022","°c","2.828","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7008","August","2023","2023","°c","2.209","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7009","September","1961","1961","°c","2.029","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7009","September","1962","1962","°c","0.764","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7009","September","1963","1963","°c","0.316","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7009","September","1964","1964","°c","-0.165","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7009","September","1965","1965","°c","-1.124","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7009","September","1966","1966","°c","0.512","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7009","September","1967","1967","°c","-0.046","E","Estimated value"
