Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1968","1968","°c","-0.67","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1969","1969","°c","0.052","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1970","1970","°c","0.675","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1971","1971","°c","-0.488","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1972","1972","°c","-0.045","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1973","1973","°c","-0.205","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1974","1974","°c","0.287","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1975","1975","°c","-0.272","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1976","1976","°c","-0.07","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1977","1977","°c","-0.335","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1978","1978","°c","0.254","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1979","1979","°c","-0.868","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1980","1980","°c","0.153","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1981","1981","°c","-1.073","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1982","1982","°c","1.036","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1983","1983","°c","0.55","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1984","1984","°c","-0.801","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1985","1985","°c","0.606","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1986","1986","°c","-0.358","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1987","1987","°c","0.223","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1988","1988","°c","-0.239","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1989","1989","°c","-0.319","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1990","1990","°c","0.384","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1991","1991","°c","0.373","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1992","1992","°c","-0.661","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1993","1993","°c","-0.335","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1994","1994","°c","1.04","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1995","1995","°c","0.328","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1996","1996","°c","-0.641","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1997","1997","°c","0.459","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1998","1998","°c","1.979","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1999","1999","°c","0.554","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2000","2000","°c","0.833","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2001","2001","°c","0.837","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2002","2002","°c","0.681","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2003","2003","°c","0.749","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2004","2004","°c","1.452","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2005","2005","°c","-0.291","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2006","2006","°c","0.621","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2007","2007","°c","0.456","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2008","2008","°c","0.367","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2009","2009","°c","0.972","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2010","2010","°c","-0.124","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2011","2011","°c","-0.039","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2012","2012","°c","0.457","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2013","2013","°c","0.177","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2015","2015","°c","1.81","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2016","2016","°c","2.04","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2017","2017","°c","1.49","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2018","2018","°c","1.233","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2019","2019","°c","1.754","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2020","2020","°c","1.26","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2021","2021","°c","1.176","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2022","2022","°c","1.103","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","2023","2023","°c","1.121","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1961","1961","°c","0.83","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1962","1962","°c","-0.183","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1963","1963","°c","0.596","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1964","1964","°c","-0.472","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1965","1965","°c","-0.103","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1966","1966","°c","-0.723","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1967","1967","°c","0.512","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1968","1968","°c","-0.224","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1969","1969","°c","-0.725","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1970","1970","°c","-0.598","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1971","1971","°c","0.04","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1972","1972","°c","0.099","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1973","1973","°c","-0.502","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1974","1974","°c","-0.315","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1975","1975","°c","0.182","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1976","1976","°c","-0.183","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1977","1977","°c","-0.046","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1978","1978","°c","1.254","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1979","1979","°c","1.356","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1980","1980","°c","1.255","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1981","1981","°c","-0.519","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1982","1982","°c","-0.485","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1983","1983","°c","-1.08","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1984","1984","°c","1.142","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1985","1985","°c","-0.544","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1986","1986","°c","-0.165","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1987","1987","°c","0.395","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1988","1988","°c","0.462","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1989","1989","°c","-0.723","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1990","1990","°c","1.473","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1991","1991","°c","1.841","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1992","1992","°c","-0.63","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1993","1993","°c","-0.245","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1994","1994","°c","0.466","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1995","1995","°c","-0.615","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1996","1996","°c","0.481","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1997","1997","°c","0.338","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1998","1998","°c","0.332","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","1999","1999","°c","1.036","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2000","2000","°c","0.648","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2001","2001","°c","0.909","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2002","2002","°c","0.27","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2003","2003","°c","0.626","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2004","2004","°c","1.461","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2005","2005","°c","1.622","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2006","2006","°c","0.475","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2007","2007","°c","1.172","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2008","2008","°c","0.137","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2009","2009","°c","0.695","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2010","2010","°c","1.298","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2011","2011","°c","1.165","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2012","2012","°c","0.152","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2013","2013","°c","1.104","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2015","2015","°c","0.518","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2016","2016","°c","0.897","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2017","2017","°c","-0.047","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2018","2018","°c","0.968","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2019","2019","°c","0.711","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2020","2020","°c","2.029","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2021","2021","°c","1.417","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2022","2022","°c","1.368","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7006","June","2023","2023","°c","1.815","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1961","1961","°c","1.453","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1962","1962","°c","0.292","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1963","1963","°c","0.359","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1964","1964","°c","0.122","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1965","1965","°c","-0.737","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1966","1966","°c","-0.768","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1967","1967","°c","0.53","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1968","1968","°c","-0.39","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1969","1969","°c","-0.314","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1970","1970","°c","0.089","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1971","1971","°c","0.471","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1972","1972","°c","0.063","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1973","1973","°c","0.678","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1974","1974","°c","-0.992","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1975","1975","°c","0.133","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1976","1976","°c","-1.02","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1977","1977","°c","0.705","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1978","1978","°c","1.981","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1979","1979","°c","-0.578","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1980","1980","°c","-1.065","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1981","1981","°c","0.792","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1982","1982","°c","-1.271","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1983","1983","°c","-1.112","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1984","1984","°c","0.918","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1985","1985","°c","0.278","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1986","1986","°c","-1.09","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1987","1987","°c","0.425","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1988","1988","°c","-1.214","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1989","1989","°c","-0.218","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1990","1990","°c","0.807","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1991","1991","°c","0.366","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1992","1992","°c","-0.067","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1993","1993","°c","-1.639","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1994","1994","°c","1.927","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1995","1995","°c","0.496","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1996","1996","°c","0.297","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1997","1997","°c","0.319","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1998","1998","°c","0.354","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","1999","1999","°c","0.176","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2000","2000","°c","1.183","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2001","2001","°c","1.208","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2002","2002","°c","0.772","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2003","2003","°c","-1.676","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2004","2004","°c","1.212","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2005","2005","°c","0.088","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2006","2006","°c","0.03","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2007","2007","°c","-0.696","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2008","2008","°c","1.134","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2009","2009","°c","-0.14","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2010","2010","°c","1.225","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2011","2011","°c","0.938","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2012","2012","°c","0.594","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2013","2013","°c","1.212","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2015","2015","°c","0.47","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2016","2016","°c","0.672","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2017","2017","°c","1.834","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2018","2018","°c","1.624","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2019","2019","°c","0.173","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2020","2020","°c","-0.363","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2021","2021","°c","1.478","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2022","2022","°c","1.666","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7007","July","2023","2023","°c","2.308","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1961","1961","°c","0.699","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1962","1962","°c","0.248","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1963","1963","°c","-0.07","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1964","1964","°c","0.539","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1965","1965","°c","-0.101","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1966","1966","°c","0.461","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1967","1967","°c","0.742","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1968","1968","°c","-0.415","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1969","1969","°c","-0.256","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1970","1970","°c","0.079","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1971","1971","°c","-0.408","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1972","1972","°c","-0.197","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1973","1973","°c","1.047","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1974","1974","°c","-0.003","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1975","1975","°c","0.204","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1976","1976","°c","-1.18","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1977","1977","°c","-0.893","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1978","1978","°c","0.976","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1979","1979","°c","0.237","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1980","1980","°c","-1.946","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1981","1981","°c","-0.468","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1982","1982","°c","-0.066","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1983","1983","°c","0.578","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1984","1984","°c","0.979","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1985","1985","°c","1.312","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1986","1986","°c","0.218","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1987","1987","°c","-0.131","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1988","1988","°c","0.282","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1989","1989","°c","0.285","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1990","1990","°c","1.267","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1991","1991","°c","-0.647","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1992","1992","°c","-0.278","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1993","1993","°c","-1.606","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1994","1994","°c","1.857","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1995","1995","°c","1.016","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1996","1996","°c","-0.293","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1997","1997","°c","-0.245","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1998","1998","°c","0.446","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","1999","1999","°c","1.139","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2000","2000","°c","0.995","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2001","2001","°c","-0.142","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2002","2002","°c","-0.07","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2003","2003","°c","-0.497","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2004","2004","°c","0.141","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2005","2005","°c","0.923","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2006","2006","°c","1.294","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2007","2007","°c","1.167","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2008","2008","°c","-0.037","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2009","2009","°c","-0.267","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2010","2010","°c","2.136","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2011","2011","°c","0.621","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2012","2012","°c","1.147","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2013","2013","°c","1.311","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2015","2015","°c","0.122","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2016","2016","°c","1.286","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2017","2017","°c","0.49","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2018","2018","°c","0.811","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2019","2019","°c","0.922","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2020","2020","°c","1.793","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2021","2021","°c","0.302","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2022","2022","°c","1.115","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7008","August","2023","2023","°c","2.807","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1961","1961","°c","2.132","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1962","1962","°c","0.769","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1963","1963","°c","-0.854","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1964","1964","°c","-0.149","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1965","1965","°c","-1.005","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1966","1966","°c","-0.376","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1967","1967","°c","-0.045","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1968","1968","°c","-0.505","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1969","1969","°c","0.266","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1970","1970","°c","0.764","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1971","1971","°c","-0.735","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1972","1972","°c","-0.492","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1973","1973","°c","-0.404","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1974","1974","°c","-0.652","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7009","September","1975","1975","°c","1.413","E","Estimated value"
